currency,base_currency,currency_name,exchange_rate,date,currency_pair
HKD,EUR,Hong Kong Dollar,10.2577,2007-01-03,EUR/HKD
SGD,EUR,Singapore Dollar,1.5247,2017-01-24,EUR/SGD
CAD,EUR,Canadian Dollar,1.37551,2022-05-24,EUR/CAD
JPY,EUR,Japanese Yen,131.03,2009-04-14,EUR/JPY
DKK,EUR,Danish Krone,7.460951,2024-07-23,EUR/DKK
JPY,EUR,Japanese Yen,117.787,2019-10-01,EUR/JPY
MXN,EUR,Mexican Peso,20.530729,2026-01-20,EUR/MXN
GBP,EUR,British Pound Sterling,0.871647,2025-09-19,EUR/GBP
CHF,EUR,Swiss Franc,1.17812,2018-04-09,EUR/CHF
SGD,EUR,Singapore Dollar,1.5902,2018-10-08,EUR/SGD
CHF,EUR,Swiss Franc,1.6075,2008-02-27,EUR/CHF
NOK,EUR,Norwegian Krone,9.73147,2019-05-29,EUR/NOK
ZAR,EUR,South African Rand,20.340622,2024-03-13,EUR/ZAR
CZK,EUR,Czech Republic Koruna,27.4963,2014-02-13,EUR/CZK
JPY,EUR,Japanese Yen,140.88,2014-04-10,EUR/JPY
HKD,EUR,Hong Kong Dollar,10.0283,2009-02-06,EUR/HKD
SGD,EUR,Singapore Dollar,1.5131,2019-12-12,EUR/SGD
CHF,EUR,Swiss Franc,0.931537,2025-07-16,EUR/CHF
CAD,EUR,Canadian Dollar,1.55864,2016-01-14,EUR/CAD
DKK,EUR,Danish Krone,7.44094,2022-02-24,EUR/DKK
CAD,EUR,Canadian Dollar,1.4396,2006-05-23,EUR/CAD
MXN,EUR,Mexican Peso,20.6429,2017-07-24,EUR/MXN
PLN,EUR,Polish Zloty,4.3684,2017-01-12,EUR/PLN
DKK,EUR,Danish Krone,7.47472,2024-06-09,EUR/DKK
MXN,EUR,Mexican Peso,20.2877,2017-06-20,EUR/MXN
CAD,EUR,Canadian Dollar,1.43697,2016-07-22,EUR/CAD
CZK,EUR,Czech Republic Koruna,27.0194,2016-01-18,EUR/CZK
NZD,EUR,New Zealand Dollar,2.027725,2025-12-02,EUR/NZD
CAD,EUR,Canadian Dollar,1.5094,2016-02-24,EUR/CAD
GBP,EUR,British Pound Sterling,0.9,2009-04-13,EUR/GBP
CZK,EUR,Czech Republic Koruna,24.4782,2022-09-14,EUR/CZK
CAD,EUR,Canadian Dollar,1.45069,2015-08-14,EUR/CAD
AUD,EUR,Australian Dollar,1.62469,2019-11-26,EUR/AUD
JPY,EUR,Japanese Yen,103.17,2012-02-09,EUR/JPY
NZD,EUR,New Zealand Dollar,1.80345,2024-04-06,EUR/NZD
AUD,EUR,Australian Dollar,1.62856,2023-05-11,EUR/AUD
NZD,EUR,New Zealand Dollar,1.684,2021-05-17,EUR/NZD
AUD,EUR,Australian Dollar,1.59216,2018-04-17,EUR/AUD
GBP,EUR,British Pound Sterling,0.86916,2021-04-27,EUR/GBP
TRY,EUR,Turkish Lira,33.239412,2024-02-16,EUR/TRY
DKK,EUR,Danish Krone,7.4524,2023-08-22,EUR/DKK
JPY,EUR,Japanese Yen,135.05,2022-08-01,EUR/JPY
GBP,EUR,British Pound Sterling,0.90673,2020-10-26,EUR/GBP
AUD,EUR,Australian Dollar,1.49748,2015-11-17,EUR/AUD
CAD,EUR,Canadian Dollar,1.5955,2008-07-31,EUR/CAD
JPY,EUR,Japanese Yen,177.514855,2025-11-09,EUR/JPY
CZK,EUR,Czech Republic Koruna,24.456168,2025-08-13,EUR/CZK
CAD,EUR,Canadian Dollar,1.5442,2007-03-06,EUR/CAD
JPY,EUR,Japanese Yen,138.73,2014-06-20,EUR/JPY
SEK,EUR,Swedish Krona,11.58404,2023-10-02,EUR/SEK
CZK,EUR,Czech Republic Koruna,27.0224,2016-01-19,EUR/CZK
USD,EUR,United States Dollar,1.3068,2005-02-17,EUR/USD
NOK,EUR,Norwegian Krone,10.859513,2026-05-10,EUR/NOK
NZD,EUR,New Zealand Dollar,1.7252,2011-10-27,EUR/NZD
AUD,EUR,Australian Dollar,1.777229,2025-10-01,EUR/AUD
NZD,EUR,New Zealand Dollar,1.62049,2016-04-20,EUR/NZD
CHF,EUR,Swiss Franc,0.9776,2023-06-12,EUR/CHF
SGD,EUR,Singapore Dollar,1.4974,2017-04-19,EUR/SGD
AUD,EUR,Australian Dollar,1.3623,2011-11-25,EUR/AUD
SGD,EUR,Singapore Dollar,1.494854,2025-07-13,EUR/SGD
CHF,EUR,Swiss Franc,1.1836,2011-08-30,EUR/CHF
CHF,EUR,Swiss Franc,0.950029,2024-08-24,EUR/CHF
HKD,EUR,Hong Kong Dollar,10.6071,2011-11-14,EUR/HKD
CAD,EUR,Canadian Dollar,1.493286,2024-10-03,EUR/CAD
CHF,EUR,Swiss Franc,1.4882,2009-02-25,EUR/CHF
CNY,EUR,Chinese Yuan,7.6957,2020-04-21,EUR/CNY
CHF,EUR,Swiss Franc,1.2219,2014-01-29,EUR/CHF
DKK,EUR,Danish Krone,7.43625,2021-03-09,EUR/DKK
CHF,EUR,Swiss Franc,0.932343,2024-12-22,EUR/CHF
JPY,EUR,Japanese Yen,132.08,2009-09-11,EUR/JPY
SEK,EUR,Swedish Krona,11.8548,2023-08-23,EUR/SEK
USD,EUR,United States Dollar,1.3757,2014-02-18,EUR/USD
GBP,EUR,British Pound Sterling,0.850972,2024-06-04,EUR/GBP
JPY,EUR,Japanese Yen,143.29,2006-05-22,EUR/JPY
CAD,EUR,Canadian Dollar,1.603,2009-02-03,EUR/CAD
USD,EUR,United States Dollar,1.3605,2014-01-15,EUR/USD
PLN,EUR,Polish Zloty,4.5864,2021-07-20,EUR/PLN
CZK,EUR,Czech Republic Koruna,25.6072,2019-03-05,EUR/CZK
TRY,EUR,Turkish Lira,37.426068,2025-01-26,EUR/TRY
HKD,EUR,Hong Kong Dollar,8.5172,2016-02-02,EUR/HKD
TRY,EUR,Turkish Lira,19.73975,2022-12-16,EUR/TRY
PLN,EUR,Polish Zloty,4.226204,2025-12-10,EUR/PLN
CHF,EUR,Swiss Franc,1.5483,2005-04-08,EUR/CHF
CZK,EUR,Czech Republic Koruna,24.349272,2026-02-02,EUR/CZK
CHF,EUR,Swiss Franc,1.5083,2009-11-16,EUR/CHF
HKD,EUR,Hong Kong Dollar,9.8879,2006-09-28,EUR/HKD
CHF,EUR,Swiss Franc,0.9531,2023-09-05,EUR/CHF
GBP,EUR,British Pound Sterling,0.891,2011-06-06,EUR/GBP
NOK,EUR,Norwegian Krone,9.5928,2018-09-20,EUR/NOK
CZK,EUR,Czech Republic Koruna,24.5696,2022-09-07,EUR/CZK
SEK,EUR,Swedish Krona,10.897271,2026-04-06,EUR/SEK
CHF,EUR,Swiss Franc,1.04837,2015-02-04,EUR/CHF
MXN,EUR,Mexican Peso,21.555668,2024-11-30,EUR/MXN
USD,EUR,United States Dollar,1.3422,2014-08-04,EUR/USD
AUD,EUR,Australian Dollar,1.4263,2010-06-10,EUR/AUD
HKD,EUR,Hong Kong Dollar,8.492214,2025-03-15,EUR/HKD
MXN,EUR,Mexican Peso,20.4031,2023-01-29,EUR/MXN
SGD,EUR,Singapore Dollar,1.491182,2026-03-02,EUR/SGD
HKD,EUR,Hong Kong Dollar,9.712,2014-10-31,EUR/HKD
SEK,EUR,Swedish Krona,10.40037,2020-07-08,EUR/SEK
AUD,EUR,Australian Dollar,1.6407,2007-05-28,EUR/AUD
GBP,EUR,British Pound Sterling,0.8406,2012-03-12,EUR/GBP
ZAR,EUR,South African Rand,14.41,2014-12-11,EUR/ZAR
USD,EUR,United States Dollar,1.22754,2018-02-21,EUR/USD
CHF,EUR,Swiss Franc,1.215,2014-03-12,EUR/CHF
CNY,EUR,Chinese Yuan,8.4527,2011-11-25,EUR/CNY
JPY,EUR,Japanese Yen,129.786,2018-06-06,EUR/JPY
SGD,EUR,Singapore Dollar,1.502342,2025-04-22,EUR/SGD
TRY,EUR,Turkish Lira,4.3665,2017-10-23,EUR/TRY
NZD,EUR,New Zealand Dollar,2.0957,2009-11-30,EUR/NZD
CNY,EUR,Chinese Yuan,7.331,2016-12-02,EUR/CNY
USD,EUR,United States Dollar,1.1489,2016-05-04,EUR/USD
CAD,EUR,Canadian Dollar,1.3437,2010-07-20,EUR/CAD
USD,EUR,United States Dollar,1.161373,2025-08-12,EUR/USD
JPY,EUR,Japanese Yen,102.19,2012-11-14,EUR/JPY
CHF,EUR,Swiss Franc,0.942248,2024-08-07,EUR/CHF
JPY,EUR,Japanese Yen,164.483559,2024-03-24,EUR/JPY
GBP,EUR,British Pound Sterling,0.7958,2008-05-26,EUR/GBP
HKD,EUR,Hong Kong Dollar,8.650863,2024-09-13,EUR/HKD
NOK,EUR,Norwegian Krone,9.27039,2016-04-14,EUR/NOK
NOK,EUR,Norwegian Krone,9.02483,2014-12-30,EUR/NOK
PLN,EUR,Polish Zloty,4.1213,2015-03-11,EUR/PLN
CNY,EUR,Chinese Yuan,6.8816,2022-09-27,EUR/CNY
CZK,EUR,Czech Republic Koruna,24.31021,2026-05-17,EUR/CZK
CAD,EUR,Canadian Dollar,1.429,2007-07-25,EUR/CAD
USD,EUR,United States Dollar,1.13659,2021-12-31,EUR/USD
DKK,EUR,Danish Krone,7.458801,2025-02-20,EUR/DKK
GBP,EUR,British Pound Sterling,0.88141,2023-03-23,EUR/GBP
CZK,EUR,Czech Republic Koruna,25.6412,2021-07-07,EUR/CZK
GBP,EUR,British Pound Sterling,0.6849,2006-05-04,EUR/GBP
CAD,EUR,Canadian Dollar,1.4029,2013-08-27,EUR/CAD
AUD,EUR,Australian Dollar,1.55509,2016-01-12,EUR/AUD
ZAR,EUR,South African Rand,19.540971,2026-05-03,EUR/ZAR
JPY,EUR,Japanese Yen,123.063,2019-05-22,EUR/JPY
CHF,EUR,Swiss Franc,1.229,2014-01-13,EUR/CHF
DKK,EUR,Danish Krone,7.43663,2017-07-04,EUR/DKK
SGD,EUR,Singapore Dollar,1.6246,2018-03-02,EUR/SGD
USD,EUR,United States Dollar,1.3185,2012-02-13,EUR/USD
USD,EUR,United States Dollar,1.13769,2018-12-06,EUR/USD
CZK,EUR,Czech Republic Koruna,25.7256,2018-12-30,EUR/CZK
CNY,EUR,Chinese Yuan,7.954,2012-06-25,EUR/CNY
CNY,EUR,Chinese Yuan,8.5473,2014-04-08,EUR/CNY
JPY,EUR,Japanese Yen,119.75,2020-02-10,EUR/JPY
JPY,EUR,Japanese Yen,163.72,2008-05-22,EUR/JPY
TRY,EUR,Turkish Lira,6.5234,2019-06-18,EUR/TRY
NZD,EUR,New Zealand Dollar,1.68554,2018-11-07,EUR/NZD
TRY,EUR,Turkish Lira,53.242313,2026-05-14,EUR/TRY
AUD,EUR,Australian Dollar,1.69828,2020-03-06,EUR/AUD
JPY,EUR,Japanese Yen,133.42,2005-06-17,EUR/JPY
ZAR,EUR,South African Rand,16.4936,2017-11-03,EUR/ZAR
CHF,EUR,Swiss Franc,1.0612,2020-05-19,EUR/CHF
HKD,EUR,Hong Kong Dollar,8.84607,2020-07-15,EUR/HKD
TRY,EUR,Turkish Lira,34.978419,2024-06-18,EUR/TRY
NZD,EUR,New Zealand Dollar,2.4984,2009-02-23,EUR/NZD
NZD,EUR,New Zealand Dollar,1.792163,2024-05-05,EUR/NZD
CNY,EUR,Chinese Yuan,7.749691,2024-01-19,EUR/CNY
DKK,EUR,Danish Krone,7.465425,2025-11-05,EUR/DKK
SGD,EUR,Singapore Dollar,1.497335,2025-07-15,EUR/SGD
CAD,EUR,Canadian Dollar,1.4784,2024-07-08,EUR/CAD
CHF,EUR,Swiss Franc,1.10527,2016-01-26,EUR/CHF
CNY,EUR,Chinese Yuan,7.548066,2025-02-10,EUR/CNY
HKD,EUR,Hong Kong Dollar,10.9672,2007-09-21,EUR/HKD
CZK,EUR,Czech Republic Koruna,25.2492,2021-09-02,EUR/CZK
HKD,EUR,Hong Kong Dollar,9.7745,2012-07-03,EUR/HKD
NOK,EUR,Norwegian Krone,11.468204,2025-06-14,EUR/NOK
NZD,EUR,New Zealand Dollar,1.77117,2024-09-26,EUR/NZD
NZD,EUR,New Zealand Dollar,1.6035,2012-06-15,EUR/NZD
CNY,EUR,Chinese Yuan,7.8982,2012-08-07,EUR/CNY
NZD,EUR,New Zealand Dollar,2.1765,2009-06-26,EUR/NZD
ZAR,EUR,South African Rand,19.261297,2024-10-03,EUR/ZAR
DKK,EUR,Danish Krone,7.46729,2020-03-30,EUR/DKK
TRY,EUR,Turkish Lira,3.2048,2015-10-27,EUR/TRY
CNY,EUR,Chinese Yuan,7.7058,2023-10-18,EUR/CNY
CZK,EUR,Czech Republic Koruna,27.0033,2017-02-12,EUR/CZK
JPY,EUR,Japanese Yen,181.169163,2025-12-03,EUR/JPY
NZD,EUR,New Zealand Dollar,1.70425,2017-10-24,EUR/NZD
HKD,EUR,Hong Kong Dollar,7.8051,2022-09-01,EUR/HKD
NZD,EUR,New Zealand Dollar,1.5627,2012-11-08,EUR/NZD
JPY,EUR,Japanese Yen,163.302787,2024-12-19,EUR/JPY
NZD,EUR,New Zealand Dollar,1.70284,2019-06-26,EUR/NZD
NZD,EUR,New Zealand Dollar,1.66847,2016-01-08,EUR/NZD
AUD,EUR,Australian Dollar,1.60049,2018-04-06,EUR/AUD
JPY,EUR,Japanese Yen,133.81,2015-02-27,EUR/JPY
GBP,EUR,British Pound Sterling,0.8454,2010-11-24,EUR/GBP
CHF,EUR,Swiss Franc,1.2112,2014-08-20,EUR/CHF
HKD,EUR,Hong Kong Dollar,8.38169,2020-03-24,EUR/HKD
NOK,EUR,Norwegian Krone,11.797796,2025-12-29,EUR/NOK
USD,EUR,United States Dollar,1.2805,2006-08-22,EUR/USD
JPY,EUR,Japanese Yen,148.457,2014-12-08,EUR/JPY
NOK,EUR,Norwegian Krone,9.79635,2019-03-05,EUR/NOK
GBP,EUR,British Pound Sterling,0.8467,2010-12-06,EUR/GBP
CHF,EUR,Swiss Franc,1.6069,2007-03-16,EUR/CHF
HKD,EUR,Hong Kong Dollar,11.4243,2011-06-07,EUR/HKD
CNY,EUR,Chinese Yuan,9.2172,2009-04-03,EUR/CNY
CNY,EUR,Chinese Yuan,7.6802,2021-07-12,EUR/CNY
HKD,EUR,Hong Kong Dollar,10.8306,2011-03-09,EUR/HKD
USD,EUR,United States Dollar,1.3541,2013-12-02,EUR/USD
SEK,EUR,Swedish Krona,9.45783,2014-12-17,EUR/SEK
DKK,EUR,Danish Krone,7.46772,2019-12-06,EUR/DKK
GBP,EUR,British Pound Sterling,0.86101,2021-05-14,EUR/GBP
AUD,EUR,Australian Dollar,1.6736,2005-03-03,EUR/AUD
CNY,EUR,Chinese Yuan,7.4963,2016-08-24,EUR/CNY
JPY,EUR,Japanese Yen,161.08,2008-04-09,EUR/JPY
USD,EUR,United States Dollar,1.4491,2008-09-03,EUR/USD
HKD,EUR,Hong Kong Dollar,8.8066,2016-04-28,EUR/HKD
HKD,EUR,Hong Kong Dollar,8.624422,2024-09-01,EUR/HKD
CAD,EUR,Canadian Dollar,1.3586,2010-08-09,EUR/CAD
NOK,EUR,Norwegian Krone,10.9457,2020-10-21,EUR/NOK
TRY,EUR,Turkish Lira,3.3045,2016-06-17,EUR/TRY
USD,EUR,United States Dollar,1.3596,2008-10-13,EUR/USD
CHF,EUR,Swiss Franc,1.2422,2010-12-30,EUR/CHF
CHF,EUR,Swiss Franc,0.985,2022-12-19,EUR/CHF
HKD,EUR,Hong Kong Dollar,8.70734,2020-06-30,EUR/HKD
DKK,EUR,Danish Krone,7.4589,2015-09-03,EUR/DKK
HKD,EUR,Hong Kong Dollar,8.401467,2023-11-03,EUR/HKD
CZK,EUR,Czech Republic Koruna,24.270528,2026-02-18,EUR/CZK
MXN,EUR,Mexican Peso,17.99165,2014-04-14,EUR/MXN
CNY,EUR,Chinese Yuan,8.315341,2025-06-25,EUR/CNY
CNY,EUR,Chinese Yuan,8.5535,2014-03-14,EUR/CNY
HKD,EUR,Hong Kong Dollar,10.6596,2014-03-03,EUR/HKD
CHF,EUR,Swiss Franc,1.2015,2012-04-25,EUR/CHF
CAD,EUR,Canadian Dollar,1.2986,2013-03-27,EUR/CAD
AUD,EUR,Australian Dollar,1.5449,2023-01-24,EUR/AUD
JPY,EUR,Japanese Yen,135.16,2005-07-13,EUR/JPY
MXN,EUR,Mexican Peso,20.197696,2026-02-21,EUR/MXN
JPY,EUR,Japanese Yen,126.276,2018-08-13,EUR/JPY
NZD,EUR,New Zealand Dollar,2.052633,2025-11-20,EUR/NZD
CNY,EUR,Chinese Yuan,9.2922,2010-10-22,EUR/CNY
GBP,EUR,British Pound Sterling,0.668,2007-07-25,EUR/GBP
AUD,EUR,Australian Dollar,1.50059,2017-08-15,EUR/AUD
AUD,EUR,Australian Dollar,1.6444,2008-07-07,EUR/AUD
NZD,EUR,New Zealand Dollar,1.73207,2023-03-23,EUR/NZD
GBP,EUR,British Pound Sterling,0.676,2006-08-24,EUR/GBP
CHF,EUR,Swiss Franc,1.519,2009-08-27,EUR/CHF
MXN,EUR,Mexican Peso,20.552459,2026-02-06,EUR/MXN
NZD,EUR,New Zealand Dollar,1.51681,2015-05-19,EUR/NZD
SGD,EUR,Singapore Dollar,1.5367,2016-01-01,EUR/SGD
PLN,EUR,Polish Zloty,4.2624,2016-04-05,EUR/PLN
AUD,EUR,Australian Dollar,1.78036,2025-11-26,EUR/AUD
HKD,EUR,Hong Kong Dollar,9.155399,2026-01-23,EUR/HKD
JPY,EUR,Japanese Yen,96.02,2012-07-26,EUR/JPY
CAD,EUR,Canadian Dollar,1.46015,2019-09-20,EUR/CAD
PLN,EUR,Polish Zloty,4.5818,2022-06-06,EUR/PLN
ZAR,EUR,South African Rand,18.28346,2021-03-05,EUR/ZAR
CAD,EUR,Canadian Dollar,1.35433,2022-06-28,EUR/CAD
USD,EUR,United States Dollar,1.09483,2023-08-03,EUR/USD
CHF,EUR,Swiss Franc,1.08528,2015-09-22,EUR/CHF
CAD,EUR,Canadian Dollar,1.47861,2021-06-18,EUR/CAD
ZAR,EUR,South African Rand,20.3117,2023-10-04,EUR/ZAR
SGD,EUR,Singapore Dollar,1.469547,2026-03-14,EUR/SGD
CHF,EUR,Swiss Franc,1.14092,2018-10-10,EUR/CHF
MXN,EUR,Mexican Peso,23.3701,2018-06-24,EUR/MXN
MXN,EUR,Mexican Peso,18.07045,2014-01-16,EUR/MXN
ZAR,EUR,South African Rand,15.6472,2016-09-19,EUR/ZAR
USD,EUR,United States Dollar,1.1152,2016-03-11,EUR/USD
NOK,EUR,Norwegian Krone,11.697197,2024-11-26,EUR/NOK
CNY,EUR,Chinese Yuan,7.781238,2024-01-15,EUR/CNY
NOK,EUR,Norwegian Krone,11.942826,2024-09-12,EUR/NOK
CZK,EUR,Czech Republic Koruna,26.181,2021-03-15,EUR/CZK
CNY,EUR,Chinese Yuan,8.354256,2025-08-29,EUR/CNY
CAD,EUR,Canadian Dollar,1.6306,2008-12-04,EUR/CAD
CHF,EUR,Swiss Franc,1.548,2005-05-09,EUR/CHF
CNY,EUR,Chinese Yuan,9.717,2009-07-20,EUR/CNY
SGD,EUR,Singapore Dollar,1.535,2019-05-31,EUR/SGD
ZAR,EUR,South African Rand,16.814,2022-03-03,EUR/ZAR
SGD,EUR,Singapore Dollar,1.481278,2025-06-15,EUR/SGD
SGD,EUR,Singapore Dollar,1.400855,2025-02-03,EUR/SGD
CZK,EUR,Czech Republic Koruna,24.55864,2023-12-25,EUR/CZK
HKD,EUR,Hong Kong Dollar,8.81404,2021-11-16,EUR/HKD
DKK,EUR,Danish Krone,7.4419,2020-07-29,EUR/DKK
SGD,EUR,Singapore Dollar,1.60665,2021-02-10,EUR/SGD
DKK,EUR,Danish Krone,7.4662,2019-01-22,EUR/DKK
SEK,EUR,Swedish Krona,10.7576,2019-05-08,EUR/SEK
USD,EUR,United States Dollar,1.11791,2016-03-10,EUR/USD
AUD,EUR,Australian Dollar,1.57934,2016-01-19,EUR/AUD
DKK,EUR,Danish Krone,7.502911,2025-03-23,EUR/DKK
NOK,EUR,Norwegian Krone,10.00463,2019-10-03,EUR/NOK
MXN,EUR,Mexican Peso,19.419589,2024-07-18,EUR/MXN
SEK,EUR,Swedish Krona,10.76083,2019-10-31,EUR/SEK
GBP,EUR,British Pound Sterling,0.807,2012-09-17,EUR/GBP
NZD,EUR,New Zealand Dollar,2.2337,2009-06-04,EUR/NZD
PLN,EUR,Polish Zloty,4.4743,2023-06-06,EUR/PLN
CZK,EUR,Czech Republic Koruna,24.471049,2025-08-16,EUR/CZK
JPY,EUR,Japanese Yen,119.08,2008-12-09,EUR/JPY
HKD,EUR,Hong Kong Dollar,10.6062,2013-12-24,EUR/HKD
PLN,EUR,Polish Zloty,4.293685,2024-07-24,EUR/PLN
CAD,EUR,Canadian Dollar,1.572,2008-05-02,EUR/CAD
NZD,EUR,New Zealand Dollar,1.47964,2016-12-15,EUR/NZD
USD,EUR,United States Dollar,1.2766,2006-07-31,EUR/USD
CNY,EUR,Chinese Yuan,8.1898,2013-08-23,EUR/CNY
AUD,EUR,Australian Dollar,1.7029,2006-07-07,EUR/AUD
NZD,EUR,New Zealand Dollar,1.51816,2015-05-20,EUR/NZD
JPY,EUR,Japanese Yen,159.56,2007-02-22,EUR/JPY
DKK,EUR,Danish Krone,7.467261,2026-02-06,EUR/DKK
CAD,EUR,Canadian Dollar,1.5884,2009-02-13,EUR/CAD
MXN,EUR,Mexican Peso,22.7274,2018-04-26,EUR/MXN
NOK,EUR,Norwegian Krone,9.35929,2017-04-26,EUR/NOK
CAD,EUR,Canadian Dollar,1.50448,2019-06-11,EUR/CAD
SEK,EUR,Swedish Krona,10.10905,2021-06-24,EUR/SEK
CHF,EUR,Swiss Franc,1.07561,2020-07-21,EUR/CHF
CZK,EUR,Czech Republic Koruna,25.4161,2021-05-31,EUR/CZK
AUD,EUR,Australian Dollar,1.4961,2017-10-04,EUR/AUD
JPY,EUR,Japanese Yen,119.244,2017-02-23,EUR/JPY
DKK,EUR,Danish Krone,7.473417,2026-04-20,EUR/DKK
NZD,EUR,New Zealand Dollar,1.920136,2025-04-16,EUR/NZD
SGD,EUR,Singapore Dollar,1.462273,2024-05-15,EUR/SGD
CAD,EUR,Canadian Dollar,1.7111,2008-12-30,EUR/CAD
PLN,EUR,Polish Zloty,4.226331,2026-01-19,EUR/PLN
CNY,EUR,Chinese Yuan,7.550096,2025-01-04,EUR/CNY
USD,EUR,United States Dollar,1.4823,2008-02-22,EUR/USD
HKD,EUR,Hong Kong Dollar,8.7023,2019-08-20,EUR/HKD
JPY,EUR,Japanese Yen,183.491202,2026-05-06,EUR/JPY
AUD,EUR,Australian Dollar,1.46634,2015-07-17,EUR/AUD
AUD,EUR,Australian Dollar,1.46025,2016-07-13,EUR/AUD
CNY,EUR,Chinese Yuan,8.0575,2012-11-27,EUR/CNY
NOK,EUR,Norwegian Krone,9.59618,2018-04-05,EUR/NOK
CHF,EUR,Swiss Franc,1.09209,2021-07-02,EUR/CHF
MXN,EUR,Mexican Peso,16.66673,2015-05-27,EUR/MXN
MXN,EUR,Mexican Peso,20.34753,2016-07-18,EUR/MXN
JPY,EUR,Japanese Yen,132.237,2021-05-13,EUR/JPY
CHF,EUR,Swiss Franc,1.2144,2014-08-07,EUR/CHF
JPY,EUR,Japanese Yen,114.78,2010-11-04,EUR/JPY
JPY,EUR,Japanese Yen,162.3,2008-06-03,EUR/JPY
AUD,EUR,Australian Dollar,1.53318,2022-03-01,EUR/AUD
CNY,EUR,Chinese Yuan,8.212313,2025-12-31,EUR/CNY
GBP,EUR,British Pound Sterling,0.79,2014-07-23,EUR/GBP
SGD,EUR,Singapore Dollar,1.5598,2018-11-14,EUR/SGD
PLN,EUR,Polish Zloty,4.3138,2019-11-29,EUR/PLN
CHF,EUR,Swiss Franc,1.5913,2006-11-29,EUR/CHF
NZD,EUR,New Zealand Dollar,1.63226,2016-04-21,EUR/NZD
PLN,EUR,Polish Zloty,4.5397,2022-01-13,EUR/PLN
HKD,EUR,Hong Kong Dollar,8.5363,2016-10-17,EUR/HKD
SGD,EUR,Singapore Dollar,1.53297,2021-12-31,EUR/SGD
CNY,EUR,Chinese Yuan,8.310344,2025-04-29,EUR/CNY
SGD,EUR,Singapore Dollar,1.423924,2024-11-08,EUR/SGD
PLN,EUR,Polish Zloty,4.1056,2015-03-23,EUR/PLN
NOK,EUR,Norwegian Krone,9.05885,2015-08-09,EUR/NOK
HKD,EUR,Hong Kong Dollar,8.238,2022-04-28,EUR/HKD
CHF,EUR,Swiss Franc,1.5838,2006-10-02,EUR/CHF
MXN,EUR,Mexican Peso,21.3288,2022-06-13,EUR/MXN
TRY,EUR,Turkish Lira,2.7662,2015-03-17,EUR/TRY
CHF,EUR,Swiss Franc,1.2317,2014-01-06,EUR/CHF
GBP,EUR,British Pound Sterling,0.8992,2011-05-03,EUR/GBP
NOK,EUR,Norwegian Krone,11.690855,2024-10-08,EUR/NOK
SEK,EUR,Swedish Krona,10.01447,2021-10-14,EUR/SEK
HKD,EUR,Hong Kong Dollar,10.6757,2011-01-31,EUR/HKD
AUD,EUR,Australian Dollar,1.41699,2017-01-17,EUR/AUD
CHF,EUR,Swiss Franc,1.4632,2010-03-02,EUR/CHF
SGD,EUR,Singapore Dollar,1.5236,2016-09-23,EUR/SGD
SEK,EUR,Swedish Krona,10.37152,2022-07-29,EUR/SEK
USD,EUR,United States Dollar,1.06171,2022-06-09,EUR/USD
USD,EUR,United States Dollar,1.4206,2009-07-22,EUR/USD
JPY,EUR,Japanese Yen,128.409,2022-03-02,EUR/JPY
PLN,EUR,Polish Zloty,4.5395,2021-04-16,EUR/PLN
JPY,EUR,Japanese Yen,122.518,2020-10-28,EUR/JPY
CZK,EUR,Czech Republic Koruna,24.762178,2024-01-26,EUR/CZK
CHF,EUR,Swiss Franc,1.4719,2010-02-03,EUR/CHF
GBP,EUR,British Pound Sterling,0.83431,2022-03-01,EUR/GBP
CZK,EUR,Czech Republic Koruna,24.489486,2023-11-17,EUR/CZK
MXN,EUR,Mexican Peso,21.71919,2019-02-06,EUR/MXN
SEK,EUR,Swedish Krona,10.950611,2025-06-15,EUR/SEK
USD,EUR,United States Dollar,1.18539,2026-02-01,EUR/USD
ZAR,EUR,South African Rand,16.1636,2022-03-31,EUR/ZAR
JPY,EUR,Japanese Yen,164.636599,2024-04-19,EUR/JPY
MXN,EUR,Mexican Peso,22.2278,2017-10-29,EUR/MXN
CZK,EUR,Czech Republic Koruna,27.0171,2017-03-08,EUR/CZK
GBP,EUR,British Pound Sterling,0.88095,2018-06-26,EUR/GBP
CZK,EUR,Czech Republic Koruna,25.8845,2021-02-21,EUR/CZK
CHF,EUR,Swiss Franc,0.960251,2024-03-10,EUR/CHF
CZK,EUR,Czech Republic Koruna,27.0994,2016-06-29,EUR/CZK
MXN,EUR,Mexican Peso,22.142,2017-11-08,EUR/MXN
JPY,EUR,Japanese Yen,110.36,2012-03-28,EUR/JPY
PLN,EUR,Polish Zloty,4.162205,2025-02-24,EUR/PLN
CAD,EUR,Canadian Dollar,1.4284,2006-09-19,EUR/CAD
CAD,EUR,Canadian Dollar,1.47777,2016-10-04,EUR/CAD
CZK,EUR,Czech Republic Koruna,25.3055,2018-04-12,EUR/CZK
PLN,EUR,Polish Zloty,4.2886,2019-05-27,EUR/PLN
AUD,EUR,Australian Dollar,1.6295,2007-05-15,EUR/AUD
NOK,EUR,Norwegian Krone,10.36112,2022-10-25,EUR/NOK
SEK,EUR,Swedish Krona,11.1146,2022-12-28,EUR/SEK
NOK,EUR,Norwegian Krone,11.0708,2020-05-10,EUR/NOK
ZAR,EUR,South African Rand,19.577907,2026-03-24,EUR/ZAR
CHF,EUR,Swiss Franc,1.2387,2013-09-11,EUR/CHF
